Title,Text
Chevallier Strategic Thinking in Complex Problem Solving,the question or you need a little extra time to formulate your answer if you do not know the answer to a question say so you will not risk saying something wrong and you will bring more credibility to the things that you do know you also may offer to check on a piece of information and get back to the person who asked you if you do offer to check make sure that you follow through 116 lussier achua 2007 p 202 117 kosslyn 1989 p 53 118 doumont 2009 p 117 see also alley 2013 pp 264268 45 close on a high summarize often in your presentation including in your closing statement which should have an overall summary also agree on the next steps define the next tasks deadlines and owners in particular commit to answering the questions for which you did not have an answer 451 consider starting your report on the first week in academia people tend to leave the communication for the end of a project most phd students i see do not start writing their dissertation until they are in their final year in con trast as a management consultant i was encouraged to
Chevallier Strategic Thinking in Complex Problem Solving,close on a high summarize often in your presentation including in your closing statement which should have an overall summary also agree on the next steps define the next tasks deadlines and owners in particular commit to answering the questions for which you did not have an answer 451 consider starting your report on the first week in academia people tend to leave the communication for the end of a project most phd students i see do not start writing their dissertation until they are in their final year in con trast as a management consultant i was encouraged to start writing my report very early as early as the first week of an engagementbefore i had gathered the evidence to support my conclusions119 then as i conducted my analysis when i found that my initial guesses were not supported by the evidence i changed my original story writing early helps you organize your thinking in a storyline during your first week or so create the storyline of your final report capturing the introduction of your problem and what you expect the solution to be naturally at this stage most of this will be speculative to account for the mix
Chevallier Strategic Thinking in Complex Problem Solving,start writing my report very early as early as the first week of an engagementbefore i had gathered the evidence to support my conclusions119 then as i conducted my analysis when i found that my initial guesses were not supported by the evidence i changed my original story writing early helps you organize your thinking in a storyline during your first week or so create the storyline of your final report capturing the introduction of your problem and what you expect the solution to be naturally at this stage most of this will be speculative to account for the mix of established facts and speculations in your storyline signal explicitly which elements are guesses for instance write tentative on the corresponding slide see figure 725 below these early slides are only placeholders and you should not hesitate to change them should the evidence warrant it we use cables in the assembly of our mri machines we buy these cables from selected providers over the past 2 years 95 of our cable negotiations were delayed by 4 weeks amounting to 3m in lost revenue how can we reduce the delays in our cable negotiations figure 725 an early storyline shows how
Chevallier Strategic Thinking in Complex Problem Solving,of established facts and speculations in your storyline signal explicitly which elements are guesses for instance write tentative on the corresponding slide see figure 725 below these early slides are only placeholders and you should not hesitate to change them should the evidence warrant it we use cables in the assembly of our mri machines we buy these cables from selected providers over the past 2 years 95 of our cable negotiations were delayed by 4 weeks amounting to 3m in lost revenue how can we reduce the delays in our cable negotiations figure 725 an early storyline shows how your story develops assumptions are highlighted until they are checked and either validated or changed 119 see also davis keeling schreier williams 2007 starting early also will help guide your research with your storyline in hand you must now populate your slides with the evidence that supports your taglines as we have dis cussed in previous chapters this does not mean that you should look only for supporting evidence but having a clear storyline will help you identify which data you need to gather by building your story from the top down you will see where the gaps are and
Chevallier Strategic Thinking in Complex Problem Solving,your story develops assumptions are highlighted until they are checked and either validated or changed 119 see also davis keeling schreier williams 2007 starting early also will help guide your research with your storyline in hand you must now populate your slides with the evidence that supports your taglines as we have dis cussed in previous chapters this does not mean that you should look only for supporting evidence but having a clear storyline will help you identify which data you need to gather by building your story from the top down you will see where the gaps are and identify the evidence you need to fill them in this helps you focus your thinking avoid noncritical de tails and keep on target this focus is important because as we have seen peripheral data can dilute important but weak signals120 in your analysis process you may come across countless reports technical papers ar ticles and so on to keep track of these consider summarizing each in a slide and placing the slide in the appendix of your presentation which then serves as a central repository it is difficult at the beginning of a project to see how all the pieces
Chevallier Strategic Thinking in Complex Problem Solving,identify the evidence you need to fill them in this helps you focus your thinking avoid noncritical de tails and keep on target this focus is important because as we have seen peripheral data can dilute important but weak signals120 in your analysis process you may come across countless reports technical papers ar ticles and so on to keep track of these consider summarizing each in a slide and placing the slide in the appendix of your presentation which then serves as a central repository it is difficult at the beginning of a project to see how all the pieces of the puzzle will fit but having a quick summary of evidence on a slide makes it easier to see as a whole what your body of evidence amounts to this central repository helps you retrieve evidence easily providing a written analog to your working memory which is valuable because our working memory is known to limit our ability to solve complex problems in particular our ability to consider more than one hypothesis121 starting to prepare your presentation early also helps you avoid the penultimateday syndrome if you ever pulled an allnighter before an exam or a presentation you will
Chevallier Strategic Thinking in Complex Problem Solving,of the puzzle will fit but having a quick summary of evidence on a slide makes it easier to see as a whole what your body of evidence amounts to this central repository helps you retrieve evidence easily providing a written analog to your working memory which is valuable because our working memory is known to limit our ability to solve complex problems in particular our ability to consider more than one hypothesis121 starting to prepare your presentation early also helps you avoid the penultimateday syndrome if you ever pulled an allnighter before an exam or a presentation you will re member that you were hardly at your best for the big event by starting to work on your pre sentation at the beginning of your project you can see your story evolve and can keep track of how far it is from completion this way you minimize the risk of finding large gaps hours before handing in your report you also can improve the persuasiveness of your message by having time to think about how you want to structure it and by integrating key elements as you uncover them an added benefit is that giving a progress report is
Chevallier Strategic Thinking in Complex Problem Solving,re member that you were hardly at your best for the big event by starting to work on your pre sentation at the beginning of your project you can see your story evolve and can keep track of how far it is from completion this way you minimize the risk of finding large gaps hours before handing in your report you also can improve the persuasiveness of your message by having time to think about how you want to structure it and by integrating key elements as you uncover them an added benefit is that giving a progress report is as simple as deciding which slides go in the main slide deck and in which order therefore you are always ready to report your progress at any moment with little preparation finally starting early can help you coordinate your team because it enables you to see the proverbial forest and how the work of each team member fits into that big picture it also gives the team a sense of direction and clarifies roles and goalsteam members also can see where their contributions fit into the big picture and how indispensable they arewhich may help bring higher team performance122 therefore
Chevallier Strategic Thinking in Complex Problem Solving,as simple as deciding which slides go in the main slide deck and in which order therefore you are always ready to report your progress at any moment with little preparation finally starting early can help you coordinate your team because it enables you to see the proverbial forest and how the work of each team member fits into that big picture it also gives the team a sense of direction and clarifies roles and goalsteam members also can see where their contributions fit into the big picture and how indispensable they arewhich may help bring higher team performance122 therefore starting to prepare your presentation early has many advantages however these advantages come with a significant drawback starting your writing early requires you to take a posture early before you have had a chance to look at evidence this may reinforce confirmation bias which as we have seen is already so prevalent that it certainly needs no reinforcement123 therefore you must demonstrate a steadfast commitment to adapting your views in light of new evidence 120 see nisbett zukier lemley 1981 arkes kajdasz 2011 p 157 and chapter 4 121 dunbar klahr 2012 p 706 122 castka bamber sharp belohoubek 2001
Chevallier Strategic Thinking in Complex Problem Solving,starting to prepare your presentation early has many advantages however these advantages come with a significant drawback starting your writing early requires you to take a posture early before you have had a chance to look at evidence this may reinforce confirmation bias which as we have seen is already so prevalent that it certainly needs no reinforcement123 therefore you must demonstrate a steadfast commitment to adapting your views in light of new evidence 120 see nisbett zukier lemley 1981 arkes kajdasz 2011 p 157 and chapter 4 121 dunbar klahr 2012 p 706 122 castka bamber sharp belohoubek 2001 kerr bruun 1983 levi 2011 p 60 123 see for instance national research council 2011 p 164 unfortunately we do not have enough resourcesl i our analysis shows that we should start to pursue all therefore we need to prioritize with enlisting others individual speed of lack of weighted ranking likelihood of timeliness success cost score weight h1searching the neighborhood success 40 i hj informing people likely to know about g h4 posting virtual announcements hs checking announcements needed resources to available gap hours h6 enabling harry implement all solutions resources hours to come back on his simultaneously hours own
Chevallier Strategic Thinking in Complex Problem Solving,kerr bruun 1983 levi 2011 p 60 123 see for instance national research council 2011 p 164 unfortunately we do not have enough resourcesl i our analysis shows that we should start to pursue all therefore we need to prioritize with enlisting others individual speed of lack of weighted ranking likelihood of timeliness success cost score weight h1searching the neighborhood success 40 i hj informing people likely to know about g h4 posting virtual announcements hs checking announcements needed resources to available gap hours h6 enabling harry implement all solutions resources hours to come back on his simultaneously hours own figure 726 in harrys case we choose a logicdriven approach for communicating our results figure 727 in harrys case we choose a logicdriven approach for communicating our results continued 5 what about harry as highlighted at the beginning of the chapter our first step is to identify what we want to achieve with our presentation preparing a thinkdofromto matrix shown in table 71 helps us do that next we craft a tentative storyline see figure 72 before distributing each idea in the tagline of slides we then populate the slides with evidence supporting the taglines see figures 726 and 727
Chevallier Strategic Thinking in Complex Problem Solving,figure 726 in harrys case we choose a logicdriven approach for communicating our results figure 727 in harrys case we choose a logicdriven approach for communicating our results continued 5 what about harry as highlighted at the beginning of the chapter our first step is to identify what we want to achieve with our presentation preparing a thinkdofromto matrix shown in table 71 helps us do that next we craft a tentative storyline see figure 72 before distributing each idea in the tagline of slides we then populate the slides with evidence supporting the taglines see figures 726 and 727 in harrys case we choose an approach almost entirely based on logic this is accept able but remember that this is only one of several options also note that in figures 726 and 727 the taglines differ slightly from our original storyline in figure 72 this is common because distributing our thinking across various slides and seeing it related to supporting evidence introduces a new perspective that may trigger changes in our thinking and require some iterations to maintain the intra and interslide coherence of the taglines chapter 7 explained how to communicate effectively and convince the key stakeholders of
Chevallier Strategic Thinking in Complex Problem Solving,in harrys case we choose an approach almost entirely based on logic this is accept able but remember that this is only one of several options also note that in figures 726 and 727 the taglines differ slightly from our original storyline in figure 72 this is common because distributing our thinking across various slides and seeing it related to supporting evidence introduces a new perspective that may trigger changes in our thinking and require some iterations to maintain the intra and interslide coherence of the taglines chapter 7 explained how to communicate effectively and convince the key stakeholders of your project that the solution approach you have selected is appropriate if you were a strategy consultant a few years ago this is where you would call it a day celebrate copiously celebrate some more and move on to your next project for the rest of us though the prob lem is not solved yet and it will not be until you implement the solution approach monitor its effectiveness and take corrective action as needed chapter 8 gives some pointers on how to do this notes promoting change harvards howard gardner has identified seven levers to fa cilitate change reasonmaking
Chevallier Strategic Thinking in Complex Problem Solving,your project that the solution approach you have selected is appropriate if you were a strategy consultant a few years ago this is where you would call it a day celebrate copiously celebrate some more and move on to your next project for the rest of us though the prob lem is not solved yet and it will not be until you implement the solution approach monitor its effectiveness and take corrective action as needed chapter 8 gives some pointers on how to do this notes promoting change harvards howard gardner has identified seven levers to fa cilitate change reasonmaking rational arguments using logic analogies etc researchpresenting relevant data resonanceensuring the audience feels right about it redescriptionpresenting the same idea in different formats resources and rewards offering positive and negative reinforcement realworld eventsleveraging happenings beyond our control and resistancesovercoming longstanding contrary beliefs124 making informational presentations effective alley recommends aiming at maxi mizing the logic and straightforwardness of such presentations he also suggests following the adage tell them what youre going to tell them tell them and tell them what you told them125 storytelling is an important aspect of getting funded martens et al confirmed that it is true that successful
Chevallier Strategic Thinking in Complex Problem Solving,rational arguments using logic analogies etc researchpresenting relevant data resonanceensuring the audience feels right about it redescriptionpresenting the same idea in different formats resources and rewards offering positive and negative reinforcement realworld eventsleveraging happenings beyond our control and resistancesovercoming longstanding contrary beliefs124 making informational presentations effective alley recommends aiming at maxi mizing the logic and straightforwardness of such presentations he also suggests following the adage tell them what youre going to tell them tell them and tell them what you told them125 storytelling is an important aspect of getting funded martens et al confirmed that it is true that successful entrepreneurs often are effective storytellers126 suiting the story to the desired effect stephen denning proposed elements that a story should include to generate a specific effect denning 2006 124 gardner 2006 pp 1518 125 alley 2003 p 27 126 martens jennings jennings 2007 pyramids are old management consultants routinely refer to using pyramids in com munication as thinking minto or being minto in reference to barbara minto however the technique of placing ones main idea on topor foremost in the reportis at least 150 years old edwin stanton president lincolns secretary of war already used pyramids the approach has been
Chevallier Strategic Thinking in Complex Problem Solving,entrepreneurs often are effective storytellers126 suiting the story to the desired effect stephen denning proposed elements that a story should include to generate a specific effect denning 2006 124 gardner 2006 pp 1518 125 alley 2003 p 27 126 martens jennings jennings 2007 pyramids are old management consultants routinely refer to using pyramids in com munication as thinking minto or being minto in reference to barbara minto however the technique of placing ones main idea on topor foremost in the reportis at least 150 years old edwin stanton president lincolns secretary of war already used pyramids the approach has been widely used in journalism for the past 120 years127 telling your conclusions first some disagree with zelazny that it is always better to tell your conclusion first and then support it the argument goes that when there is unex pected or bad news it is better to let the audience connect the dots on their own128 principled multimedia presentation there are additional principles to multimedia learning aside from the six we discussed including segmenting and pretraining principles129 assertionevidence is needed the new yorker magazines last page is a cartoon with out a caption the magazine invites readers to submit captions
Chevallier Strategic Thinking in Complex Problem Solving,widely used in journalism for the past 120 years127 telling your conclusions first some disagree with zelazny that it is always better to tell your conclusion first and then support it the argument goes that when there is unex pected or bad news it is better to let the audience connect the dots on their own128 principled multimedia presentation there are additional principles to multimedia learning aside from the six we discussed including segmenting and pretraining principles129 assertionevidence is needed the new yorker magazines last page is a cartoon with out a caption the magazine invites readers to submit captions and publishes three finalists a few weeks after it only takes one look at these to realize that based on the same dataa cartooninterpretations can go in all directions so assume that your conclusion is not ob vious and place it at the top of your slides assertionevidence structure and other slide designs the assertionevidence tech nique originated at hughes aircraft in the 1970s and is best suited for presenting technical material130 for other types of communications other slide designs have been proposed131 taglines and overloading working memory although kalyuga et al identified that the simultaneous presentation of identical written
Chevallier Strategic Thinking in Complex Problem Solving,and publishes three finalists a few weeks after it only takes one look at these to realize that based on the same dataa cartooninterpretations can go in all directions so assume that your conclusion is not ob vious and place it at the top of your slides assertionevidence structure and other slide designs the assertionevidence tech nique originated at hughes aircraft in the 1970s and is best suited for presenting technical material130 for other types of communications other slide designs have been proposed131 taglines and overloading working memory although kalyuga et al identified that the simultaneous presentation of identical written and oral messages is detrimental to learn ing they note that this applies only for large portions of text132 specifically when text is presented in small easily managed sequential portions with sufficient temporal breaks between them a concurrent presentation of identical written and auditory material might not cause deleterious effects on learning the various names of taglines taglines are also known as action leads133 and head lines134 among other names less is more yet again there is strong evidence supporting the coherence principle which states that people learn better when extraneous material is omitted rather than included135 creating waterfall charts
Chevallier Strategic Thinking in Complex Problem Solving,and oral messages is detrimental to learn ing they note that this applies only for large portions of text132 specifically when text is presented in small easily managed sequential portions with sufficient temporal breaks between them a concurrent presentation of identical written and auditory material might not cause deleterious effects on learning the various names of taglines taglines are also known as action leads133 and head lines134 among other names less is more yet again there is strong evidence supporting the coherence principle which states that people learn better when extraneous material is omitted rather than included135 creating waterfall charts waterfall charts can be challenging to prepare the first time in part because they do not come standard in most spreadsheet and presentation packages however you can easily create one using a stacked bar chart with two series set the bottom series as transparent with a stroke and filling of the same color as the background of the slide and make its value equal to the cumulative sum of the previous quantities of the 127 lidwell holden butler 2010 pp 140141 mindich 1998 pp 6494 128 keisler noonan 2012 129 mayer 2014 130 alley 2013 p 116 131 duarte 2008
Chevallier Strategic Thinking in Complex Problem Solving,waterfall charts can be challenging to prepare the first time in part because they do not come standard in most spreadsheet and presentation packages however you can easily create one using a stacked bar chart with two series set the bottom series as transparent with a stroke and filling of the same color as the background of the slide and make its value equal to the cumulative sum of the previous quantities of the 127 lidwell holden butler 2010 pp 140141 mindich 1998 pp 6494 128 keisler noonan 2012 129 mayer 2014 130 alley 2013 p 116 131 duarte 2008 2010 reynolds 2011 132 kalyuga et al 2004 p 579 133 keisler noonan 2012 134 alley 2013 135 mayer fiorella 2014 top series eg in figure 720 the value of the bottom series for reason 3 is set to 38 17 55 improving your persuasion cialdini offers six ideas to improve how you persuade uncover real similarities and offer genuine praise give what you want to receive use peer power whenever it is available make their commitments active public and voluntary expose your expertisedo not assume it is selfevident and highlight unique benefits and exclusive information136 hoy and smith add
Chevallier Strategic Thinking in Complex Problem Solving,2010 reynolds 2011 132 kalyuga et al 2004 p 579 133 keisler noonan 2012 134 alley 2013 135 mayer fiorella 2014 top series eg in figure 720 the value of the bottom series for reason 3 is set to 38 17 55 improving your persuasion cialdini offers six ideas to improve how you persuade uncover real similarities and offer genuine praise give what you want to receive use peer power whenever it is available make their commitments active public and voluntary expose your expertisedo not assume it is selfevident and highlight unique benefits and exclusive information136 hoy and smith add four more acquire their trust treat people fairly demonstrate that you can succeed and show optimism137 removing animations animated visuals appear to be superior to static ones only when they convey extra information138 implementation we dont really do that just a few years ago if you were a strategy consultant you could call it a day after producing your report on what your client should do so you might find some solace in knowing that in todays era of tight budgets even the elite strategy consultancies have to worry about implementation139 136 cialdini 2001a 137 hoy smith 2007 138 tversky
Chevallier Strategic Thinking in Complex Problem Solving,four more acquire their trust treat people fairly demonstrate that you can succeed and show optimism137 removing animations animated visuals appear to be superior to static ones only when they convey extra information138 implementation we dont really do that just a few years ago if you were a strategy consultant you could call it a day after producing your report on what your client should do so you might find some solace in knowing that in todays era of tight budgets even the elite strategy consultancies have to worry about implementation139 136 cialdini 2001a 137 hoy smith 2007 138 tversky morrison betrancourt 2002 abela 2008 p 105 139 the economist 2013 chapter 8 implement and monitor the solution you have convinced your projects key stakeholders that your proposed solution is the right one next you need to implement it this chapter provides guidelines and basic concepts of project management and team leadership to help you do so1 complex problems may require the analysis to span weeks or months and involve many team members so although the ideas in this chapter come at the end of the book and are geared toward implementing a specific solution they apply equally well to
Chevallier Strategic Thinking in Complex Problem Solving,morrison betrancourt 2002 abela 2008 p 105 139 the economist 2013 chapter 8 implement and monitor the solution you have convinced your projects key stakeholders that your proposed solution is the right one next you need to implement it this chapter provides guidelines and basic concepts of project management and team leadership to help you do so1 complex problems may require the analysis to span weeks or months and involve many team members so although the ideas in this chapter come at the end of the book and are geared toward implementing a specific solution they apply equally well to conducting a complex analysis 1 organize the project in many settings skillfully managing the expectations of stakeholders goes a long way toward keeping them satisfied with the outcome of a project2 a critical component of man aging expectations is to ensure that these people understand the project they should know what the project will deliver and what it will not deliver how long it will take how much it will cost how it will be completed and what the benefits will be 11 develop the project plan to help you build shared understanding about the project you may want to
Chevallier Strategic Thinking in Complex Problem Solving,conducting a complex analysis 1 organize the project in many settings skillfully managing the expectations of stakeholders goes a long way toward keeping them satisfied with the outcome of a project2 a critical component of man aging expectations is to ensure that these people understand the project they should know what the project will deliver and what it will not deliver how long it will take how much it will cost how it will be completed and what the benefits will be 11 develop the project plan to help you build shared understanding about the project you may want to capture the critical information in a project plan or charter the project plan helps you validate with 1 because project and team management are expansive subjects we are merely introducing them here for more see for instance thompson 2011 kerzner 2003 sderlund 2004 2 see for instance pellegrinelli partington hemingway mohdzain shah 2007 appletonknapp krentler 2006 kappelman mckeeman zhang 2006 schmidt lyytinen mark keil 2001 hartman ashrafi 2002 wright 1997 your client the key aspect of the project its scope objectives deliverables risks deadlines roles etc figure 81 shows a possible outline for such a document when preparing the plan
Chevallier Strategic Thinking in Complex Problem Solving,capture the critical information in a project plan or charter the project plan helps you validate with 1 because project and team management are expansive subjects we are merely introducing them here for more see for instance thompson 2011 kerzner 2003 sderlund 2004 2 see for instance pellegrinelli partington hemingway mohdzain shah 2007 appletonknapp krentler 2006 kappelman mckeeman zhang 2006 schmidt lyytinen mark keil 2001 hartman ashrafi 2002 wright 1997 your client the key aspect of the project its scope objectives deliverables risks deadlines roles etc figure 81 shows a possible outline for such a document when preparing the plan be proactive think about the internal and external issues that might arise and identify your projects key success factors it is possible or even likely that you will have difficulty agreeing with the stakeholders on all aspects of the project indeed various people each with his or her own perspective on the situation might have different goals this is one of the primary motivations behind developing a plan if there are differences better they arise early on than later to build your plan you will have to think about how you will reach your deliverables so defining the key characteristics
Chevallier Strategic Thinking in Complex Problem Solving,be proactive think about the internal and external issues that might arise and identify your projects key success factors it is possible or even likely that you will have difficulty agreeing with the stakeholders on all aspects of the project indeed various people each with his or her own perspective on the situation might have different goals this is one of the primary motivations behind developing a plan if there are differences better they arise early on than later to build your plan you will have to think about how you will reach your deliverables so defining the key characteristics of the project and planning the work next section will figure 81 a project charter summarizes a projects critical information likely be iterative activities once you have agreed on a project plan you may want to ask your client to write a project chartera one or twopage document that summarizes the key characteristics of the projectand sign it this will be useful to formalize your mandate as the project leader and crystalize the project scope which might be helpful in preventing scope creep see further in this chapter 12 develop the work plan taking a topdown approach break down the
Chevallier Strategic Thinking in Complex Problem Solving,of the project and planning the work next section will figure 81 a project charter summarizes a projects critical information likely be iterative activities once you have agreed on a project plan you may want to ask your client to write a project chartera one or twopage document that summarizes the key characteristics of the projectand sign it this will be useful to formalize your mandate as the project leader and crystalize the project scope which might be helpful in preventing scope creep see further in this chapter 12 develop the work plan taking a topdown approach break down the project into pieces define goals and dead lines for each activity identifying potential dependencies and assign resourcespeople and equipment you may want to use a gantt chart to document your original work plan against a horizontal timeline as figure 82 shows3 although this process seems trivial keep in mind that it is notoriously hard to estimate accurately the time needed for executing complex projects as cognitive scientist douglas hofstadter humorously pointed out in his recursive law hofstadters law it always takes longer than you expect even when you take into account hofstadters law 13 define success the traditional measures of
Chevallier Strategic Thinking in Complex Problem Solving,project into pieces define goals and dead lines for each activity identifying potential dependencies and assign resourcespeople and equipment you may want to use a gantt chart to document your original work plan against a horizontal timeline as figure 82 shows3 although this process seems trivial keep in mind that it is notoriously hard to estimate accurately the time needed for executing complex projects as cognitive scientist douglas hofstadter humorously pointed out in his recursive law hofstadters law it always takes longer than you expect even when you take into account hofstadters law 13 define success the traditional measures of success for project management are cost time and quality specificationsthe iron triangle or the triple constraint4 however you will probably want to have a more precise picture of your progress and results to help you evaluate how suc cessful your project is identify appropriate metrics or key performance indicators kpis5 review with project sponsor figure 82 a gantt chart summarizes the timetable of your project 3 see for instance meredith mantel jr 2009 pp 342344 4 atkinson 1999 frame 2003 p 6 see also white fortune 2002 5 see for instance parmenter 2007 pp 117 2 manage the project in
Chevallier Strategic Thinking in Complex Problem Solving,success for project management are cost time and quality specificationsthe iron triangle or the triple constraint4 however you will probably want to have a more precise picture of your progress and results to help you evaluate how suc cessful your project is identify appropriate metrics or key performance indicators kpis5 review with project sponsor figure 82 a gantt chart summarizes the timetable of your project 3 see for instance meredith mantel jr 2009 pp 342344 4 atkinson 1999 frame 2003 p 6 see also white fortune 2002 5 see for instance parmenter 2007 pp 117 2 manage the project in the old days many strategy consultants used to leave it to their clients to implement the decisions they had recommended after all the thinking went the analysis is the hard part except that it is not in many settings where implementation requires that people change how they do things implementation is harder6 as management expert peter drucker puts it culture eats strategy for breakfast and a look at the over 40 failure rate of mergers and acquisitions seems to confirm this view7 successful integration depends upon the shared perception of both partnering organizations that aspects of the other culture are
Chevallier Strategic Thinking in Complex Problem Solving,the old days many strategy consultants used to leave it to their clients to implement the decisions they had recommended after all the thinking went the analysis is the hard part except that it is not in many settings where implementation requires that people change how they do things implementation is harder6 as management expert peter drucker puts it culture eats strategy for breakfast and a look at the over 40 failure rate of mergers and acquisitions seems to confirm this view7 successful integration depends upon the shared perception of both partnering organizations that aspects of the other culture are attractive and worth preserving8 so a significant part of managing strategic change projects is managing people and the social political cultural and cognitive dimensions of the changes that the projects bring the following are guidelines to help you do so 21 lead your team a large part of your success depends on how you manage the people on your team assum ing you have one as the team leader you may have a scope of responsibility that exceeds that of your formal authority which requires you to be a skilled coordinator and influencer9 using temporary teams to solve complex illdefined
Chevallier Strategic Thinking in Complex Problem Solving,attractive and worth preserving8 so a significant part of managing strategic change projects is managing people and the social political cultural and cognitive dimensions of the changes that the projects bring the following are guidelines to help you do so 21 lead your team a large part of your success depends on how you manage the people on your team assum ing you have one as the team leader you may have a scope of responsibility that exceeds that of your formal authority which requires you to be a skilled coordinator and influencer9 using temporary teams to solve complex illdefined problems is the norm in various high reliability settings such as airline cockpits and emergency room operations in these there is empirical evidence that nontechnical skills training results in improved team work10 consider forming a more homogeneous team if you have control over assembling your team you may consider forming one with people who have a homogeneous expertise indeed although diversity helps creativity it can impede implementation because it gets in the way of optimal teamwork11 that is you may be better served by using a heteroge neous team in the early stages of problem solving but relying on a
Chevallier Strategic Thinking in Complex Problem Solving,problems is the norm in various high reliability settings such as airline cockpits and emergency room operations in these there is empirical evidence that nontechnical skills training results in improved team work10 consider forming a more homogeneous team if you have control over assembling your team you may consider forming one with people who have a homogeneous expertise indeed although diversity helps creativity it can impede implementation because it gets in the way of optimal teamwork11 that is you may be better served by using a heteroge neous team in the early stages of problem solving but relying on a homogeneous one for implementation look for high social skills in your potential team members group performance does not seem to be strongly correlated to the average or maximum intelligence of its mem bers instead it is correlated with the members average social sensitivity the equality of distribution of conversational turntaking ie no one is dominating the conversation and the proportion of women12 in other words look for people who are good at working together 6 bryant 2010 7 cartwright schoenberg 2006 8 cartwright cooper 1993 9 frame 2003 pp 1819 2936 10 see for instance fletcher et al 2003 r
Chevallier Strategic Thinking in Complex Problem Solving,homogeneous one for implementation look for high social skills in your potential team members group performance does not seem to be strongly correlated to the average or maximum intelligence of its mem bers instead it is correlated with the members average social sensitivity the equality of distribution of conversational turntaking ie no one is dominating the conversation and the proportion of women12 in other words look for people who are good at working together 6 bryant 2010 7 cartwright schoenberg 2006 8 cartwright cooper 1993 9 frame 2003 pp 1819 2936 10 see for instance fletcher et al 2003 r flin maran 2004 r flin oconnor mearns 2002 helmreich 2000 yule flin patersonbrown maran 2006 11 d g ancona caldwell 1992 see also cronin weingart 2007 12 woolley chabris pentland hashmi malone 2010 table 81 emotional intelligence has four componentsa self awareness ability to understand your emotions and how they affect your lifethis includes having realistic selfconfidence understanding your strengths and limitations operating with competence and knowing when to rely on teammates it also includes managing your feelings understanding what triggers them and how you can control them self management ability to control disruptive emotions including negative onesfor example anger
Chevallier Strategic Thinking in Complex Problem Solving,flin maran 2004 r flin oconnor mearns 2002 helmreich 2000 yule flin patersonbrown maran 2006 11 d g ancona caldwell 1992 see also cronin weingart 2007 12 woolley chabris pentland hashmi malone 2010 table 81 emotional intelligence has four componentsa self awareness ability to understand your emotions and how they affect your lifethis includes having realistic selfconfidence understanding your strengths and limitations operating with competence and knowing when to rely on teammates it also includes managing your feelings understanding what triggers them and how you can control them self management ability to control disruptive emotions including negative onesfor example anger anxiety worrythis involves staying calm under pressure and developing resilience that is recovering quickly from adversity it also includes showing emotional balance instead of blowing up at people being able to let them know what is wrong and what the solution is social awareness ability to understand othersthis includes showing empathy and listening well paying full attention to the speaker understanding what she or he is saying without taking over it also includes putting things in a way that others can understand accurately reading others feelings and welcoming questions relationship management ability to work well with othersthis includes communicating compellingly
Chevallier Strategic Thinking in Complex Problem Solving,anxiety worrythis involves staying calm under pressure and developing resilience that is recovering quickly from adversity it also includes showing emotional balance instead of blowing up at people being able to let them know what is wrong and what the solution is social awareness ability to understand othersthis includes showing empathy and listening well paying full attention to the speaker understanding what she or he is saying without taking over it also includes putting things in a way that others can understand accurately reading others feelings and welcoming questions relationship management ability to work well with othersthis includes communicating compellingly putting your arguments in persuasive ways so as to clarify expectations and motivate people it also includes creating an environment where people feel relaxed working with you aafter r lussier c achua 2007 and d goleman 2015 april 7 value and use emotional intelligence there is evidence supporting that emotional intelligence is positively linked with team performance13 actively managing emotions is an important component of team leadership effectiveness14 as such you will benefit from de veloping your emotional quotient or emotional intelligence eq or ei eq has four com ponents self awareness social awareness self management and relationship management see
Chevallier Strategic Thinking in Complex Problem Solving,putting your arguments in persuasive ways so as to clarify expectations and motivate people it also includes creating an environment where people feel relaxed working with you aafter r lussier c achua 2007 and d goleman 2015 april 7 value and use emotional intelligence there is evidence supporting that emotional intelligence is positively linked with team performance13 actively managing emotions is an important component of team leadership effectiveness14 as such you will benefit from de veloping your emotional quotient or emotional intelligence eq or ei eq has four com ponents self awareness social awareness self management and relationship management see table 8115 improving your eq starts with recognizing its value and how well you are faring lawrence turman is the chair of the peter stark producing program at the university of southern california and the producer of various movies including the graduate as a movie producer he knows a few things about managing a team of people with large egos to reach a common goal for turman being an effective producer requires one to be a psy chologist and a therapist some people are blessed with that sensitivity and some are not but being aware how important it is and
